trace_id,speed_phase,cvd_slope,anti_delta,rts_state,hostility_score,verdict,reason
trace_0944,REACCELERATION,DIVERGENT,60,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0945,DECAY,EXPANDING,33,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0946,REACCELERATION,EXPANDING,29,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0947,EXPANDING,FLAT,41,LIQUIDATION_WARNING,0.95,VETOED (NEUTRALIZED),RTS Liquidation Cascade Warning
trace_0948,DECAY,EXPANDING,62,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0949,REACCELERATION,EXPANDING,51,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0950,DECAY,EXPANDING,33,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0951,DECAY,EXPANDING,76,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0952,DECAY,FLAT,72,LIQUIDATION_WARNING,0.95,VETOED (NEUTRALIZED),RTS Liquidation Cascade Warning
trace_0953,REACCELERATION,FLAT,68,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0954,EXPANDING,FLAT,93,NEUTRAL,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0955,DECAY,DIVERGENT,77,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0956,EXPANDING,EXPANDING,60,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0957,REACCELERATION,EXPANDING,41,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0958,REACCELERATION,EXPANDING,90,NEUTRAL,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0959,EXPANDING,FLAT,81,ALIGNED,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0960,DECAY,EXPANDING,41,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0961,DECAY,FLAT,32,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0962,REACCELERATION,EXPANDING,72,LIQUIDATION_WARNING,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0963,DECAY,DIVERGENT,89,NEUTRAL,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0964,REACCELERATION,DIVERGENT,50,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0965,EXPANDING,EXPANDING,90,ALIGNED,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0966,REACCELERATION,EXPANDING,20,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0967,REACCELERATION,EXPANDING,81,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0968,EXPANDING,EXPANDING,41,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0969,DECAY,FLAT,80,LIQUIDATION_WARNING,0.95,VETOED (NEUTRALIZED),RTS Liquidation Cascade Warning
trace_0970,EXPANDING,FLAT,80,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0971,REACCELERATION,DIVERGENT,89,ALIGNED,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0972,REACCELERATION,EXPANDING,68,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0973,REACCELERATION,EXPANDING,53,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0974,REACCELERATION,FLAT,54,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0975,DECAY,EXPANDING,32,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0976,EXPANDING,DIVERGENT,89,ALIGNED,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0977,REACCELERATION,DIVERGENT,27,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0978,REACCELERATION,DIVERGENT,88,ALIGNED,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0979,DECAY,FLAT,50,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0980,REACCELERATION,FLAT,24,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0981,DECAY,DIVERGENT,93,LIQUIDATION_WARNING,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0982,DECAY,DIVERGENT,77,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0983,EXPANDING,EXPANDING,44,LIQUIDATION_WARNING,0.95,VETOED (NEUTRALIZED),RTS Liquidation Cascade Warning
trace_0984,EXPANDING,EXPANDING,75,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0985,EXPANDING,DIVERGENT,53,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0986,REACCELERATION,DIVERGENT,28,LIQUIDATION_WARNING,0.95,VETOED (NEUTRALIZED),RTS Liquidation Cascade Warning
trace_0987,EXPANDING,FLAT,90,ALIGNED,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0988,REACCELERATION,FLAT,21,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0989,DECAY,DIVERGENT,73,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0990,EXPANDING,FLAT,92,ALIGNED,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0991,DECAY,DIVERGENT,32,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0992,EXPANDING,DIVERGENT,56,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0993,DECAY,FLAT,53,LIQUIDATION_WARNING,0.95,VETOED (NEUTRALIZED),RTS Liquidation Cascade Warning
trace_0994,REACCELERATION,DIVERGENT,80,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0995,EXPANDING,EXPANDING,38,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0996,DECAY,DIVERGENT,71,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0997,EXPANDING,FLAT,62,LIQUIDATION_WARNING,0.95,VETOED (NEUTRALIZED),RTS Liquidation Cascade Warning
trace_0998,DECAY,EXPANDING,80,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0999,REACCELERATION,FLAT,58,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_1000,REACCELERATION,FLAT,32,NEUTRAL,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
